0.147856 0.198039
0.198039 0.158820
0.158820 0.099728
0.099728 0.139800
0.139800 0.122213
0.122213 0.047621
0.047621 0.014320
0.014320 0.075085
0.075085 0.049974
0.049974 0.031409
0.031409 0.066860
0.066860 0.117750
0.117750 0.127426
0.127426 0.104279
0.104279 0.118379
0.118379 0.146958
0.146958 0.169690
0.169690 0.077854
0.077854 0.126493
0.126493 0.140593
0.140593 0.071362
0.071362 0.091217
0.091217 0.065270
0.065270 0.107261
0.107261 0.095289
0.095289 0.029284
0.029284 0.071366
0.071366 0.061433
0.061433 0.042246
0.042246 0.003265
0.003265 0.080151
0.080151 0.075609
0.075609 0.094998
0.094998 0.053743
0.053743 0.105480
0.105480 0.096222
0.096222 0.047679
0.047679 0.118164
0.118164 0.078096
0.078096 0.023512
0.023512 0.026987
0.026987 0.057698
0.057698 0.064399
0.064399 0.055000
0.055000 0.115300
0.115300 0.112200
0.112200 0.141798
0.141798 0.175540
0.175540 0.118020
0.118020 0.086636
0.086636 0.160080
0.160080 0.146539
0.146539 0.050768
0.050768 0.068822
0.068822 0.136426
0.136426 0.113816
0.113816 0.019955
0.019955 0.106949
0.106949 0.099636
0.099636 0.078903
0.078903 0.104355
0.104355 0.084790
0.084790 0.098184
0.098184 0.051258
0.051258 0.092926
0.092926 0.129974
0.129974 0.087973
0.087973 0.104610
0.104610 0.114434
0.114434 0.128896
0.128896 0.071021
0.071021 0.034639
0.034639 0.071713
0.071713 0.044986
0.044986 0.058599
0.058599 0.047281
0.047281 0.120194
0.120194 0.113522
0.113522 0.124465
0.124465 0.075315
0.075315 0.078772
0.078772 0.124909
0.124909 0.056200
0.056200 0.029069
0.029069 0.091991
0.091991 0.056787
0.056787 -0.001318
-0.001318 0.016662
0.016662 0.075100
0.075100 0.050836
0.050836 0.039504
0.039504 0.072529
0.072529 0.138717
0.138717 0.152014
0.152014 0.141347
0.141347 0.150620
0.150620 0.163956
0.163956 0.097311
0.097311 0.048635
0.048635 0.054822
0.054822 0.028675
0.028675 0.057176
0.057176 0.096590
0.096590 0.115773
0.115773 0.051742
0.051742 0.084754
0.084754 0.159527
0.159527 0.077681
0.077681 0.031724
0.031724 0.101197
0.101197 0.140095
0.140095 0.067401
0.067401 0.014480
0.014480 0.144470
0.144470 0.135974
0.135974 0.030902
0.030902 0.097971
0.097971 0.199788
0.199788 0.171542
0.171542 0.063795
0.063795 0.137178
0.137178 0.137732
0.137732 0.068515
0.068515 0.088898
0.088898 0.070417
0.070417 0.106528
0.106528 0.056774
0.056774 0.020853
0.020853 0.066239
0.066239 0.086580
0.086580 0.102623
0.102623 0.065262
0.065262 0.105018
0.105018 0.145792
0.145792 0.079229
0.079229 0.047544
0.047544 0.068506
0.068506 0.109587
0.109587 0.054604
0.054604 -0.001770
-0.001770 0.037199
0.037199 0.115277
0.115277 0.062314
0.062314 0.017159
0.017159 0.094989
0.094989 0.182298
0.182298 0.115818
0.115818 0.123943
0.123943 0.184372
0.184372 0.131306
0.131306 0.071947
0.071947 0.061636
0.061636 0.106576
0.106576 0.035019
0.035019 0.005737
0.005737 0.007474
0.007474 0.070014
0.070014 0.097840
0.097840 0.095784
0.095784 0.146287
0.146287 0.154409
0.154409 0.158031
0.158031 0.174042
0.174042 0.189322
0.189322 0.103418
0.103418 0.061408
0.061408 0.051368
0.051368 0.030817
0.030817 -0.019757
-0.019757 0.044568
0.044568 0.049000
0.049000 -0.009776
-0.009776 0.021210
0.021210 0.086250
0.086250 0.091382
0.091382 0.094206
0.094206 0.132212
0.132212 0.113221
0.113221 0.157222
0.157222 0.161698
0.161698 0.110407
0.110407 0.152503
0.152503 0.136346
0.136346 0.139925
0.139925 0.147407
0.147407 0.119616
0.119616 0.101559
0.101559 0.052817
0.052817 0.051774
0.051774 0.106134
0.106134 0.088465
0.088465 0.088066
0.088066 0.059132
0.059132 0.141059
0.141059 0.077734
0.077734 0.104178
0.104178 0.065783
0.065783 0.068365
0.068365 0.084053
0.084053 0.089457
0.089457 0.054029
0.054029 0.089036
0.089036 0.083258
0.083258 0.121539
0.121539 0.116663
0.116663 0.129535
0.129535 0.135437
0.135437 0.086063
0.086063 0.113755
0.113755 0.165773
0.165773 0.101032
0.101032 0.109509
0.109509 0.130505
0.130505 0.139667
0.139667 0.139548
0.139548 0.109332
0.109332 0.075541
0.075541 0.122628
0.122628 0.120031
0.120031 0.086852
0.086852 0.100937
0.100937 0.074984
0.074984 0.090387
0.090387 0.039208
